name,type,str_addr,addr_loc,addr_reg,post_code,phone_num
Wood's Homes,Distress Centres,,,,,
Community Counseling Services,Distress Centres,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 0A1</span>",
Spousal Abuse Counselling Program,Distress Centres,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">101 Borden Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3R2</span>",
Northern Psychological Services (Est 1982),Distress Centres,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">101 Drybone Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2P4</span>",
Spousal Abuse Counselling Program,Distress Centres,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">106 Drybone Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3B1</span>",
Northstar Centre For Counselling & Psychological Services,Distress Centres,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">906 MacKenzie Hwy</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Hay River</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0R8</span>",
Health and Social Services - Behchoko Community Counselling Health and Social Services,Distress Centres,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">103 Kam Lake Road</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2N2</span>",
Community Counseling Services,Distress Centres,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">97 Taltheilei Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2P4</span>",
"Department Of Justice, Victim Services",Distress Centres,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">PO Box 781 Stn Main</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2N6</span>",
Nuksuutiit,Human Resources Consultants,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">182 McDougal Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Fort Smith</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0P0</span>",
Sutherland House,Human Resources Consultants,,,,,
Yellowknife,Human Resources Consultants,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">103 Kam Lake Road</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2N2</span>",
Inuvik,Human Resources Consultants,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">354 Old Airport Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3T4</span>",
Inuvik,Life Coaching,,,,,
Tuktoyaktuk,Life Coaching,,,,,
Tuktoyaktuk,Life Coaching,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">354 Old Airport Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3T4</span>",
Fort Smith,Life Coaching,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 0A1</span>",
Kamatsiaqtut Nunavut Help Line,Life Coaching,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">101 Borden Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3R2</span>",
Fort Smith,Life Coaching,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">76 Curry Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>",,
Ministry of Justice - Victim Services,Life Coaching,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">101 Drybone Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2P4</span>",
Ministère des Services aux Victimes Justice,Life Coaching,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">106 Drybone Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3B1</span>",
Victim Services,Life Coaching,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">906 MacKenzie Hwy</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Hay River</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0R8</span>",
MMG Resources,Life Coaching,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Fort Mcpherson</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0J0</span>",
Crisis/Help Line,Life Coaching,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">1210-550 Sherling Pl</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Port Coquitlam</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">BC</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">V3B 0J6</span>",
Human Resources Dev Canada,Life Coaching,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2P2</span>",
Human Resources Canada,Life Coaching,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">2 Coronation Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2P3</span>",
Twin Lakes Planning,Life Coaching,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">103 Kam Lake Road</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2N2</span>",
Herbalife Independent Distributor - Brittany,Life Coaching,,,,,
Nunavut AIDS Information Line,Life Coaching,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Arviat</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0C 0E0</span>",
Spreading Joy Life Coaching,Life Coaching,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Cambridge Bay</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0B 0C0</span>",
Equine Experience,Life Coaching,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">5123 50 St</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 1S1</span>",
Chipewyan Prairie Ventures,"Marriage, Individual & Family Counsellors","<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">5105 50 Street</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 1S1</span>",
Foam Lake Community Pasture Inc,"Marriage, Individual & Family Counsellors","<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">5004 50 Ave</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3S9</span>",
Archer Kathy,"Marriage, Individual & Family Counsellors","<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">5102 50th Ave</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3S8</span>",
Essence Life Coaching,"Marriage, Individual & Family Counsellors",,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2P6</span>",
Like Fine Wine - Better With Age,"Marriage, Individual & Family Counsellors","<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">24-10 Yale Ave</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Thompson</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">MB</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">R8N 0J9</span>",
Skyline Coach Service,Mental Health Services & Counseling Centres,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">9-56 Copper Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Thompson</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">MB</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">R8N 0V6</span>",
Skyline Coach Service,Mental Health Services & Counseling Centres,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">32 Hudson Sq</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Thompson</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">MB</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">R8N 1H9</span>",
Renewed Spirit Energy & Coaching,Mental Health Services & Counseling Centres,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">Sandy Bay Ave</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Sandy Bay</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">SK</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">S0P 0G0</span>",
The Much Better Page,Mental Health Services & Counseling Centres,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">29 Tait Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Wabowden</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">MB</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">R0B 1S0</span>",
Personal Life Coaches,Mental Health Services & Counseling Centres,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">201-62 Woodland Dr SS 99</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Hay River</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 1G1</span>",
Eagle Creek Regional Park,Mental Health Services & Counseling Centres,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">432 Main St</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Creighton</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">SK</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">S0P 0A0</span>",
Wildlife Emergencies Only,Mental Health Services & Counseling Centres,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">PO Box 218</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Norman Wells</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0V0</span>",
Willow Lake Environmental Ltd,Mental Health Services & Counseling Centres,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Norman Wells</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0V0</span>",
Nunavut AIDS Information Line,Mental Health Services & Counseling Centres,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Qikiqtarjuaq</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0A 0B0</span>",
Jodi Kapicki Registered Psychologist,Psychologists,,,,,
Northstar Centre For Counselling & Psychological Services,Psychologists,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Rae Edzo</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0Y0</span>",
Spousal Abuse Counselling Program,Psychologists,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Cape Dorset</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0A 0C0</span>",
Spousal Abuse Counselling Program,Psychologists,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Cape Dorset</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0A 0C0</span>",
Northstar Centre For Counselling & Psychological Services,Psychologists,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Cape Dorset</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0A 0C0</span>",
Community Mental Health and Adult Services,Psychologists,,,,,
Community Mental Health and Adult Services,Psychologists,,,,,
Canadian Mental Health Association,Psychologists,,,,,
Yellowknife Health and Social Services Authority (YHSSA),Psychologists,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">PO Box 150</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Tuktoyaktuk</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 1C0</span>",
Wood's Homes,Psychologists,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Fort Simpson</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0N0</span>",
Northwest Territories Health and Social Services Authority,Psychologists,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Iqaluit</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0A 0H0</span>",
Yellowknife Health and Social Services Authority (YHSSA),Psychologists,,,,,
Yellowknife Health and Social Services Authority (YHSSA),Psychologists,,,,,
Sister Celeste Child Development Centre,Psychologists,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>",,
D Bruce Smith & Associates,Suicide Distress Centres,,,,,
Soulstice Counselling Services,Kindergartens & Pre-school Nurseries,,,,,
Jodi Kapicki Counselling Services,Nursing Homes,,,,,
Hayward Counselling Services,Nursing Homes,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">332-334 Old Airport Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3T3</span>",
